id,stroke
21300,0.64
21301,0.0
21302,0.02
21303,0.0
21304,0.01
21305,0.0
21306,0.14
21307,0.08
21308,0.0
21309,0.0
21310,0.0
21311,0.0
21312,0.08
21313,0.08
21314,0.0
21315,0.0
21316,0.07
21317,0.0
21318,0.01
21319,0.0
21320,0.0
21321,0.0
21322,0.52
21323,0.0
21324,0.0
21325,0.01
21326,0.0
21327,0.11
21328,0.0
21329,0.01
21330,0.0
21331,0.04
21332,0.15
21333,0.02
21334,0.0
21335,0.0
21336,0.01
21337,0.0
21338,0.0
21339,0.0
21340,0.0
21341,0.0
21342,0.0
21343,0.0
21344,0.0
21345,0.0
21346,0.0
21347,0.0
21348,0.01
21349,0.0
21350,0.14
21351,0.0
21352,0.0
21353,0.0
21354,0.05
21355,0.07
21356,0.47
21357,0.0
21358,0.0
21359,0.0
21360,0.0
21361,0.25
21362,0.43
21363,0.0
21364,0.02
21365,0.02
21366,0.2
21367,0.0
21368,0.02
21369,0.27
21370,0.0
21371,0.09
21372,0.0
21373,0.14
21374,0.01
21375,0.0
21376,0.0
21377,0.0
21378,0.0
21379,0.0
21380,0.0
21381,0.0
21382,0.37
21383,0.05
21384,0.0
21385,0.04
21386,0.07
21387,0.0
21388,0.0
21389,0.0
21390,0.0
21391,0.0
21392,0.0
21393,0.1
21394,0.0
21395,0.35
21396,0.13
21397,0.07
21398,0.15
21399,0.0
21400,0.0
21401,0.01
21402,0.37
21403,0.0
21404,0.0
21405,0.08
21406,0.0
21407,0.01
21408,0.08
21409,0.23
21410,0.0
21411,0.22
21412,0.0
21413,0.09
21414,0.01
21415,0.09
21416,0.0
21417,0.0
21418,0.0
21419,0.04
21420,0.0
21421,0.19
21422,0.01
21423,0.0
21424,0.03
21425,0.0
21426,0.0
21427,0.14
21428,0.19
21429,0.05
21430,0.26
21431,0.05
21432,0.0
21433,0.08
21434,0.0
21435,0.0
21436,0.0
21437,0.06
21438,0.0
21439,0.0
21440,0.02
21441,0.0
21442,0.0
21443,0.09
21444,0.18
21445,0.04
21446,0.0
21447,0.0
21448,0.0
21449,0.0
21450,0.0
21451,0.0
21452,0.0
21453,0.06
21454,0.06
21455,0.0
21456,0.0
21457,0.0
21458,0.13
21459,0.33
21460,0.0
21461,0.02
21462,0.0
21463,0.11
21464,0.0
21465,0.0
21466,0.01
21467,0.0
21468,0.0
21469,0.06
21470,0.19
21471,0.0
21472,0.0
21473,0.0
21474,0.0
21475,0.0
21476,0.0
21477,0.0
21478,0.0
21479,0.0
21480,0.0
21481,0.04
21482,0.0
21483,0.0
21484,0.0
21485,0.0
21486,0.01
21487,0.0
21488,0.0
21489,0.01
21490,0.0
21491,0.0
21492,0.0
21493,0.0
21494,0.0
21495,0.0
21496,0.0
21497,0.01
21498,0.08
21499,0.09
21500,0.0
21501,0.0
21502,0.02
21503,0.0
21504,0.12
21505,0.0
21506,0.0
21507,0.08
21508,0.03
21509,0.0
21510,0.0
21511,0.0
21512,0.0
21513,0.0
21514,0.0
21515,0.05
21516,0.0
21517,0.0
21518,0.0
21519,0.18
21520,0.0
21521,0.0
21522,0.0
21523,0.02
21524,0.0
21525,0.01
21526,0.22
21527,0.0
21528,0.0
21529,0.0
21530,0.0
21531,0.16
21532,0.0
21533,0.0
21534,0.37
21535,0.01
21536,0.0
21537,0.02
21538,0.0
21539,0.28
21540,0.05
21541,0.0
21542,0.0
21543,0.0
21544,0.0
21545,0.0
21546,0.0
21547,0.0
21548,0.29
21549,0.01
21550,0.0
21551,0.0
21552,0.29
21553,0.0
21554,0.0
21555,0.0
21556,0.0
21557,0.0
21558,0.0
21559,0.0
21560,0.0
21561,0.12
21562,0.01
21563,0.01
21564,0.0
21565,0.0
21566,0.13
21567,0.24
21568,0.2
21569,0.0
21570,0.0
21571,0.0
21572,0.15
21573,0.26
21574,0.0
21575,0.23
21576,0.41
21577,0.03
21578,0.03
21579,0.0
21580,0.0
21581,0.03
21582,0.0
21583,0.0
21584,0.05
21585,0.07
21586,0.06
21587,0.17
21588,0.37
21589,0.0
21590,0.0
21591,0.0
21592,0.05
21593,0.0
21594,0.0
21595,0.03
21596,0.0
21597,0.05
21598,0.01
21599,0.05
21600,0.0
21601,0.06
21602,0.0
21603,0.0
21604,0.0
21605,0.0
21606,0.06
21607,0.0
21608,0.14
21609,0.0
21610,0.05
21611,0.0
21612,0.0
21613,0.01
21614,0.0
21615,0.08
21616,0.08
21617,0.16
21618,0.19
21619,0.16
21620,0.0
21621,0.0
21622,0.13
21623,0.0
21624,0.0
21625,0.05
21626,0.18
21627,0.06
21628,0.02
21629,0.01
21630,0.0
21631,0.0
21632,0.16
21633,0.01
21634,0.0
21635,0.11
21636,0.01
21637,0.0
21638,0.08
21639,0.0
21640,0.0
21641,0.0
21642,0.03
21643,0.0
21644,0.0
21645,0.56
21646,0.0
21647,0.0
21648,0.0
21649,0.0
21650,0.0
21651,0.05
21652,0.0
21653,0.01
21654,0.01
21655,0.0
21656,0.32
21657,0.12
21658,0.0
21659,0.0
21660,0.0
21661,0.0
21662,0.0
21663,0.29
21664,0.0
21665,0.0
21666,0.04
21667,0.0
21668,0.0
21669,0.06
21670,0.0
21671,0.03
21672,0.02
21673,0.01
21674,0.0
21675,0.0
21676,0.0
21677,0.0
21678,0.51
21679,0.01
21680,0.17
21681,0.01
21682,0.0
21683,0.0
21684,0.16
21685,0.04
21686,0.1
21687,0.25
21688,0.0
21689,0.05
21690,0.0
21691,0.0
21692,0.08
21693,0.53
21694,0.14
21695,0.0
21696,0.0
21697,0.0
21698,0.08
21699,0.0
21700,0.0
21701,0.0
21702,0.0
21703,0.05
21704,0.0
21705,0.0
21706,0.4
21707,0.0
21708,0.05
21709,0.0
21710,0.01
21711,0.0
21712,0.0
21713,0.0
21714,0.05
21715,0.0
21716,0.0
21717,0.0
21718,0.01
21719,0.0
21720,0.0
21721,0.19
21722,0.0
21723,0.0
21724,0.05
21725,0.0
21726,0.0
21727,0.02
21728,0.0
21729,0.02
21730,0.05
21731,0.04
21732,0.31
21733,0.0
21734,0.0
21735,0.0
21736,0.0
21737,0.04
21738,0.0
21739,0.0
21740,0.0
21741,0.0
21742,0.04
21743,0.0
21744,0.0
21745,0.0
21746,0.0
21747,0.0
21748,0.0
21749,0.0
21750,0.13
21751,0.0
21752,0.0
21753,0.04
21754,0.0
21755,0.0
21756,0.0
21757,0.0
21758,0.0
21759,0.0
21760,0.11
21761,0.0
21762,0.02
21763,0.0
21764,0.11
21765,0.0
21766,0.0
21767,0.03
21768,0.04
21769,0.52
21770,0.0
21771,0.0
21772,0.0
21773,0.0
21774,0.0
21775,0.0
21776,0.0
21777,0.0
21778,0.0
21779,0.0
21780,0.0
21781,0.0
21782,0.0
21783,0.0
21784,0.0
21785,0.0
21786,0.07
21787,0.0
21788,0.0
21789,0.02
21790,0.02
21791,0.0
21792,0.0
21793,0.0
21794,0.0
21795,0.09
21796,0.02
21797,0.0
21798,0.1
21799,0.0
21800,0.0
21801,0.0
21802,0.0
21803,0.0
21804,0.12
21805,0.07
21806,0.0
21807,0.0
21808,0.28
21809,0.01
21810,0.0
21811,0.0
21812,0.09
21813,0.0
21814,0.01
21815,0.0
21816,0.16
21817,0.0
21818,0.0
21819,0.02
21820,0.0
21821,0.0
21822,0.0
21823,0.0
21824,0.0
21825,0.0
21826,0.0
21827,0.0
21828,0.16
21829,0.0
21830,0.0
21831,0.11
21832,0.23
21833,0.0
21834,0.0
21835,0.0
21836,0.08
21837,0.03
21838,0.0
21839,0.02
21840,0.0
21841,0.0
21842,0.01
21843,0.2
21844,0.02
21845,0.0
21846,0.0
21847,0.12
21848,0.05
21849,0.0
21850,0.0
21851,0.0
21852,0.0
21853,0.27
21854,0.02
21855,0.01
21856,0.0
21857,0.38
21858,0.0
21859,0.03
21860,0.03
21861,0.0
21862,0.0
21863,0.0
21864,0.15
21865,0.0
21866,0.0
21867,0.0
21868,0.0
21869,0.0
21870,0.09
21871,0.0
21872,0.05
21873,0.0
21874,0.04
21875,0.02
21876,0.0
21877,0.02
21878,0.05
21879,0.0
21880,0.49
21881,0.0
21882,0.0
21883,0.0
21884,0.18
21885,0.0
21886,0.24
21887,0.0
21888,0.74
21889,0.0
21890,0.0
21891,0.32
21892,0.0
21893,0.0
21894,0.01
21895,0.01
21896,0.0
21897,0.0
21898,0.0
21899,0.0
21900,0.05
21901,0.0
21902,0.0
21903,0.0
21904,0.0
21905,0.0
21906,0.01
21907,0.0
21908,0.0
21909,0.0
21910,0.0
21911,0.0
21912,0.0
21913,0.0
21914,0.09
21915,0.0
21916,0.01
21917,0.34
21918,0.0
21919,0.0
21920,0.05
21921,0.08
21922,0.0
21923,0.0
21924,0.0
21925,0.02
21926,0.14
21927,0.02
21928,0.0
21929,0.0
21930,0.0
21931,0.02
21932,0.0
21933,0.09
21934,0.13
21935,0.0
21936,0.04
21937,0.0
21938,0.0
21939,0.14
21940,0.0
21941,0.0
21942,0.29
21943,0.12
21944,0.13
21945,0.0
21946,0.0
21947,0.0
21948,0.51
21949,0.32
21950,0.0
21951,0.32
21952,0.0
21953,0.02
21954,0.0
21955,0.05
21956,0.23
21957,0.0
21958,0.0
21959,0.01
21960,0.22
21961,0.08
21962,0.07
21963,0.0
21964,0.15
21965,0.0
21966,0.0
21967,0.01
21968,0.0
21969,0.25
21970,0.37
21971,0.0
21972,0.0
21973,0.0
21974,0.0
21975,0.0
21976,0.5
21977,0.0
21978,0.02
21979,0.0
21980,0.41
21981,0.0
21982,0.0
21983,0.0
21984,0.01
21985,0.0
21986,0.04
21987,0.0
21988,0.0
21989,0.01
21990,0.0
21991,0.0
21992,0.0
21993,0.0
21994,0.0
21995,0.0
21996,0.0
21997,0.0
21998,0.0
21999,0.0
22000,0.0
22001,0.54
22002,0.63
22003,0.23
22004,0.0
22005,0.0
22006,0.0
22007,0.0
22008,0.0
22009,0.0
22010,0.03
22011,0.0
22012,0.16
22013,0.0
22014,0.08
22015,0.04
22016,0.01
22017,0.0
22018,0.0
22019,0.0
22020,0.21
22021,0.0
22022,0.01
22023,0.08
22024,0.0
22025,0.0
22026,0.1
22027,0.0
22028,0.0
22029,0.0
22030,0.04
22031,0.15
22032,0.0
22033,0.0
22034,0.0
22035,0.11
22036,0.0
22037,0.0
22038,0.4
22039,0.16
22040,0.0
22041,0.06
22042,0.0
22043,0.06
22044,0.0
22045,0.06
22046,0.0
22047,0.0
22048,0.0
22049,0.01
22050,0.0
22051,0.0
22052,0.0
22053,0.0
22054,0.63
22055,0.09
22056,0.0
22057,0.0
22058,0.0
22059,0.46
22060,0.12
22061,0.01
22062,0.02
22063,0.0
22064,0.0
22065,0.25
22066,0.0
22067,0.27
22068,0.0
22069,0.0
22070,0.18
22071,0.01
22072,0.32
22073,0.0
22074,0.03
22075,0.0
22076,0.0
22077,0.04
22078,0.06
22079,0.0
22080,0.0
22081,0.0
22082,0.0
22083,0.0
22084,0.0
22085,0.0
22086,0.11
22087,0.11
22088,0.0
22089,0.24
22090,0.0
22091,0.0
22092,0.0
22093,0.0
22094,0.0
22095,0.0
22096,0.0
22097,0.08
22098,0.0
22099,0.0
22100,0.06
22101,0.0
22102,0.31
22103,0.0
22104,0.06
22105,0.15
22106,0.07
22107,0.0
22108,0.05
22109,0.0
22110,0.02
22111,0.03
22112,0.01
22113,0.0
22114,0.0
22115,0.0
22116,0.0
22117,0.0
22118,0.01
22119,0.0
22120,0.02
22121,0.04
22122,0.0
22123,0.0
22124,0.07
22125,0.0
22126,0.0
22127,0.0
22128,0.66
22129,0.25
22130,0.26
22131,0.0
22132,0.0
22133,0.07
22134,0.2
22135,0.04
22136,0.0
22137,0.0
22138,0.01
22139,0.0
22140,0.0
22141,0.0
22142,0.09
22143,0.0
22144,0.0
22145,0.29
22146,0.07
22147,0.0
22148,0.03
22149,0.0
22150,0.2
22151,0.05
22152,0.06
22153,0.29
22154,0.0
22155,0.08
22156,0.1
22157,0.0
22158,0.0
22159,0.01
22160,0.05
22161,0.01
22162,0.0
22163,0.74
22164,0.0
22165,0.0
22166,0.02
22167,0.06
22168,0.0
22169,0.0
22170,0.02
22171,0.03
22172,0.0
22173,0.09
22174,0.0
22175,0.16
22176,0.13
22177,0.0
22178,0.0
22179,0.0
22180,0.03
22181,0.0
22182,0.0
22183,0.09
22184,0.35
22185,0.02
22186,0.0
22187,0.0
22188,0.0
22189,0.0
22190,0.03
22191,0.01
22192,0.0
22193,0.17
22194,0.01
22195,0.31
22196,0.0
22197,0.0
22198,0.04
22199,0.04
22200,0.18
22201,0.1
22202,0.04
22203,0.01
22204,0.0
22205,0.09
22206,0.0
22207,0.03
22208,0.25
22209,0.08
22210,0.0
22211,0.71
22212,0.0
22213,0.0
22214,0.01
22215,0.0
22216,0.32
22217,0.09
22218,0.0
22219,0.14
22220,0.01
22221,0.03
22222,0.02
22223,0.2
22224,0.0
22225,0.0
22226,0.0
22227,0.16
22228,0.0
22229,0.35
22230,0.02
22231,0.0
22232,0.0
22233,0.0
22234,0.0
22235,0.0
22236,0.0
22237,0.0
22238,0.0
22239,0.0
22240,0.0
22241,0.09
22242,0.0
22243,0.0
22244,0.43
22245,0.01
22246,0.01
22247,0.0
22248,0.0
22249,0.51
22250,0.39
22251,0.0
22252,0.0
22253,0.08
22254,0.0
22255,0.0
22256,0.0
22257,0.0
22258,0.0
22259,0.0
22260,0.06
22261,0.0
22262,0.0
22263,0.0
22264,0.0
22265,0.0
22266,0.0
22267,0.57
22268,0.02
22269,0.12
22270,0.2
22271,0.0
22272,0.08
22273,0.13
22274,0.0
22275,0.0
22276,0.0
22277,0.17
22278,0.04
22279,0.03
22280,0.0
22281,0.36
22282,0.02
22283,0.0
22284,0.02
22285,0.0
22286,0.0
22287,0.0
22288,0.02
22289,0.0
22290,0.05
22291,0.01
22292,0.0
22293,0.0
22294,0.22
22295,0.0
22296,0.0
22297,0.0
22298,0.05
22299,0.01
22300,0.0
22301,0.0
22302,0.0
22303,0.03
22304,0.0
22305,0.04
22306,0.0
22307,0.1
22308,0.0
22309,0.0
22310,0.02
22311,0.14
22312,0.0
22313,0.13
22314,0.19
22315,0.0
22316,0.05
22317,0.0
22318,0.2
22319,0.0
22320,0.0
22321,0.0
22322,0.0
22323,0.08
22324,0.0
22325,0.01
22326,0.0
22327,0.0
22328,0.0
22329,0.0
22330,0.03
22331,0.14
22332,0.0
22333,0.0
22334,0.06
22335,0.02
22336,0.17
22337,0.34
22338,0.01
22339,0.0
22340,0.0
22341,0.54
22342,0.0
22343,0.03
22344,0.01
22345,0.0
22346,0.01
22347,0.0
22348,0.13
22349,0.0
22350,0.16
22351,0.26
22352,0.0
22353,0.23
22354,0.01
22355,0.01
22356,0.0
22357,0.0
22358,0.13
22359,0.0
22360,0.07
22361,0.29
22362,0.0
22363,0.03
22364,0.4
22365,0.0
22366,0.44
22367,0.01
22368,0.01
22369,0.0
22370,0.0
22371,0.04
22372,0.0
22373,0.33
22374,0.03
22375,0.0
22376,0.0
22377,0.0
22378,0.03
22379,0.0
22380,0.01
22381,0.0
22382,0.0
22383,0.0
22384,0.01
22385,0.0
22386,0.2
22387,0.09
22388,0.01
22389,0.0
22390,0.03
22391,0.0
22392,0.0
22393,0.08
22394,0.0
22395,0.0
22396,0.0
22397,0.09
22398,0.0
22399,0.03
22400,0.0
22401,0.34
22402,0.0
22403,0.11
22404,0.02
22405,0.0
22406,0.0
22407,0.37
22408,0.0
22409,0.02
22410,0.06
22411,0.03
22412,0.0
22413,0.0
22414,0.0
22415,0.0
22416,0.41
22417,0.0
22418,0.02
22419,0.0
22420,0.0
22421,0.0
22422,0.02
22423,0.0
22424,0.0
22425,0.0
22426,0.0
22427,0.11
22428,0.0
22429,0.0
22430,0.02
22431,0.0
22432,0.0
22433,0.0
22434,0.0
22435,0.04
22436,0.18
22437,0.06
22438,0.0
22439,0.0
22440,0.0
22441,0.23
22442,0.0
22443,0.0
22444,0.0
22445,0.01
22446,0.09
22447,0.0
22448,0.18
22449,0.1
22450,0.0
22451,0.0
22452,0.0
22453,0.0
22454,0.06
22455,0.0
22456,0.0
22457,0.0
22458,0.0
22459,0.0
22460,0.09
22461,0.08
22462,0.0
22463,0.0
22464,0.0
22465,0.0
22466,0.1
22467,0.0
22468,0.0
22469,0.01
22470,0.0
22471,0.0
22472,0.01
22473,0.06
22474,0.0
22475,0.1
22476,0.0
22477,0.0
22478,0.0
22479,0.0
22480,0.0
22481,0.0
22482,0.04
22483,0.0
22484,0.02
22485,0.0
22486,0.0
22487,0.02
22488,0.28
22489,0.03
22490,0.38
22491,0.33
22492,0.0
22493,0.06
22494,0.0
22495,0.0
22496,0.0
22497,0.0
22498,0.02
22499,0.0
22500,0.0
22501,0.0
22502,0.19
22503,0.0
22504,0.04
22505,0.0
22506,0.0
22507,0.16
22508,0.0
22509,0.0
22510,0.0
22511,0.0
22512,0.04
22513,0.0
22514,0.13
22515,0.01
22516,0.0
22517,0.0
22518,0.04
22519,0.02
22520,0.02
22521,0.0
22522,0.0
22523,0.0
22524,0.06
22525,0.0
22526,0.0
22527,0.06
22528,0.07
22529,0.0
22530,0.25
22531,0.07
22532,0.0
22533,0.03
22534,0.0
22535,0.0
22536,0.06
22537,0.03
22538,0.05
22539,0.0
22540,0.0
22541,0.0
22542,0.15
22543,0.07
22544,0.0
22545,0.0
22546,0.17
22547,0.1
22548,0.0
22549,0.0
22550,0.05
22551,0.02
22552,0.0
22553,0.09
22554,0.0
22555,0.0
22556,0.03
22557,0.0
22558,0.0
22559,0.0
22560,0.05
22561,0.01
22562,0.0
22563,0.0
22564,0.0
22565,0.0
22566,0.0
22567,0.0
22568,0.03
22569,0.02
22570,0.0
22571,0.0
22572,0.0
22573,0.0
22574,0.0
22575,0.03
22576,0.27
22577,0.0
22578,0.0
22579,0.3
22580,0.0
22581,0.0
22582,0.0
22583,0.0
22584,0.0
22585,0.0
22586,0.0
22587,0.0
22588,0.09
22589,0.0
22590,0.07
22591,0.0
22592,0.0
22593,0.0
22594,0.0
22595,0.0
22596,0.14
22597,0.0
22598,0.02
22599,0.01
22600,0.0
22601,0.0
22602,0.0
22603,0.0
22604,0.0
22605,0.0
22606,0.0
22607,0.0
22608,0.0
22609,0.0
22610,0.16
22611,0.0
22612,0.0
22613,0.0
22614,0.01
22615,0.0
22616,0.0
22617,0.27
22618,0.0
22619,0.03
22620,0.0
22621,0.04
22622,0.0
22623,0.0
22624,0.1
22625,0.03
22626,0.0
22627,0.0
22628,0.0
22629,0.0
22630,0.0
22631,0.15
22632,0.04
22633,0.0
22634,0.0
22635,0.0
22636,0.0
22637,0.03
22638,0.0
22639,0.0
22640,0.05
22641,0.02
22642,0.1
22643,0.0
22644,0.0
22645,0.0
22646,0.0
22647,0.0
22648,0.0
22649,0.08
22650,0.0
22651,0.01
22652,0.0
22653,0.0
22654,0.0
22655,0.0
22656,0.0
22657,0.0
22658,0.0
22659,0.0
22660,0.0
22661,0.0
22662,0.1
22663,0.62
22664,0.05
22665,0.0
22666,0.0
22667,0.2
22668,0.2
22669,0.0
22670,0.0
22671,0.0
22672,0.07
22673,0.01
22674,0.01
22675,0.0
22676,0.0
22677,0.0
22678,0.0
22679,0.0
22680,0.01
22681,0.0
22682,0.01
22683,0.0
22684,0.0
22685,0.0
22686,0.0
22687,0.0
22688,0.08
22689,0.05
22690,0.16
22691,0.0
22692,0.0
22693,0.03
22694,0.0
22695,0.0
22696,0.04
22697,0.6
22698,0.03
22699,0.0
22700,0.0
22701,0.0
22702,0.0
22703,0.0
22704,0.0
22705,0.0
22706,0.0
22707,0.03
22708,0.39
22709,0.0
22710,0.0
22711,0.0
22712,0.3
22713,0.0
22714,0.0
22715,0.0
22716,0.0
22717,0.0
22718,0.02
22719,0.14
22720,0.0
22721,0.24
22722,0.0
22723,0.0
22724,0.38
22725,0.0
22726,0.0
22727,0.0
22728,0.0
22729,0.0
22730,0.0
22731,0.0
22732,0.09
22733,0.0
22734,0.0
22735,0.02
22736,0.0
22737,0.31
22738,0.09
22739,0.0
22740,0.02
22741,0.02
22742,0.0
22743,0.0
22744,0.0
22745,0.0
22746,0.0
22747,0.0
22748,0.22
22749,0.0
22750,0.0
22751,0.0
22752,0.03
22753,0.31
22754,0.11
22755,0.06
22756,0.0
22757,0.25
22758,0.0
22759,0.02
22760,0.0
22761,0.01
22762,0.0
22763,0.0
22764,0.0
22765,0.39
22766,0.0
22767,0.03
22768,0.0
22769,0.0
22770,0.0
22771,0.0
22772,0.0
22773,0.03
22774,0.0
22775,0.0
22776,0.0
22777,0.02
22778,0.0
22779,0.06
22780,0.04
22781,0.55
22782,0.64
22783,0.09
22784,0.02
22785,0.0
22786,0.0
22787,0.01
22788,0.0
22789,0.0
22790,0.0
22791,0.07
22792,0.07
22793,0.03
22794,0.0
22795,0.04
22796,0.17
22797,0.04
22798,0.01
22799,0.0
22800,0.0
22801,0.0
22802,0.0
22803,0.05
22804,0.12
22805,0.1
22806,0.0
22807,0.0
22808,0.0
22809,0.02
22810,0.12
22811,0.01
22812,0.35
22813,0.0
22814,0.06
22815,0.0
22816,0.0
22817,0.13
22818,0.0
22819,0.0
22820,0.0
22821,0.0
22822,0.11
22823,0.12
22824,0.02
22825,0.07
22826,0.03
22827,0.0
22828,0.0
22829,0.44
22830,0.0
22831,0.0
22832,0.0
22833,0.19
22834,0.0
22835,0.22
22836,0.01
22837,0.04
22838,0.06
22839,0.03
22840,0.01
22841,0.0
22842,0.0
22843,0.07
22844,0.0
22845,0.0
22846,0.04
22847,0.0
22848,0.0
22849,0.0
22850,0.12
22851,0.0
22852,0.0
22853,0.0
22854,0.08
22855,0.0
22856,0.0
22857,0.0
22858,0.0
22859,0.0
22860,0.11
22861,0.0
22862,0.0
22863,0.0
22864,0.02
22865,0.15
22866,0.0
22867,0.0
22868,0.0
22869,0.0
22870,0.4
22871,0.06
22872,0.0
22873,0.06
22874,0.16
22875,0.0
22876,0.0
22877,0.01
22878,0.0
22879,0.0
22880,0.04
22881,0.0
22882,0.38
22883,0.23
22884,0.0
22885,0.0
22886,0.27
22887,0.0
22888,0.0
22889,0.06
22890,0.0
22891,0.0
22892,0.09
22893,0.01
22894,0.0
22895,0.0
22896,0.0
22897,0.0
22898,0.16
22899,0.0
22900,0.0
22901,0.0
22902,0.02
22903,0.0
22904,0.0
22905,0.0
22906,0.01
22907,0.01
22908,0.0
22909,0.0
22910,0.02
22911,0.01
22912,0.0
22913,0.45
22914,0.0
22915,0.01
22916,0.0
22917,0.19
22918,0.0
22919,0.41
22920,0.0
22921,0.02
22922,0.27
22923,0.0
22924,0.11
22925,0.0
22926,0.03
22927,0.0
22928,0.0
22929,0.0
22930,0.0
22931,0.0
22932,0.22
22933,0.0
22934,0.0
22935,0.0
22936,0.01
22937,0.0
22938,0.0
22939,0.0
22940,0.0
22941,0.0
22942,0.0
22943,0.0
22944,0.0
22945,0.0
22946,0.0
22947,0.0
22948,0.0
22949,0.0
22950,0.09
22951,0.28
22952,0.0
22953,0.0
22954,0.0
22955,0.0
22956,0.0
22957,0.0
22958,0.0
22959,0.03
22960,0.0
22961,0.0
22962,0.0
22963,0.32
22964,0.0
22965,0.02
22966,0.01
22967,0.0
22968,0.0
22969,0.02
22970,0.02
22971,0.0
22972,0.0
22973,0.0
22974,0.0
22975,0.0
22976,0.0
22977,0.02
22978,0.0
22979,0.11
22980,0.05
22981,0.05
22982,0.23
22983,0.0
22984,0.0
22985,0.01
22986,0.04
22987,0.0
22988,0.0
22989,0.01
22990,0.0
22991,0.16
22992,0.05
22993,0.0
22994,0.0
22995,0.04
22996,0.02
22997,0.0
22998,0.01
22999,0.0
23000,0.04
23001,0.02
23002,0.0
23003,0.0
23004,0.0
23005,0.0
23006,0.0
23007,0.0
23008,0.04
23009,0.02
23010,0.01
23011,0.01
23012,0.0
23013,0.01
23014,0.0
23015,0.0
23016,0.16
23017,0.0
23018,0.09
23019,0.0
23020,0.0
23021,0.0
23022,0.11
23023,0.0
23024,0.0
23025,0.01
23026,0.15
23027,0.0
23028,0.0
23029,0.0
23030,0.35
23031,0.01
23032,0.16
23033,0.01
23034,0.0
23035,0.0
23036,0.0
23037,0.0
23038,0.05
23039,0.01
23040,0.0
23041,0.1
23042,0.0
23043,0.01
23044,0.0
23045,0.12
23046,0.0
23047,0.0
23048,0.0
23049,0.0
23050,0.39
23051,0.0
23052,0.0
23053,0.49
23054,0.1
23055,0.01
23056,0.0
23057,0.07
23058,0.0
23059,0.0
23060,0.09
23061,0.0
23062,0.0
23063,0.14
23064,0.0
23065,0.01
23066,0.0
23067,0.23
23068,0.03
23069,0.0
23070,0.0
23071,0.0
23072,0.15
23073,0.0
23074,0.0
23075,0.0
23076,0.0
23077,0.01
23078,0.0
23079,0.0
23080,0.0
23081,0.03
23082,0.0
23083,0.04
23084,0.01
23085,0.0
23086,0.0
23087,0.11
23088,0.01
23089,0.12
23090,0.23
23091,0.0
23092,0.0
23093,0.0
23094,0.04
23095,0.0
23096,0.0
23097,0.0
23098,0.0
23099,0.0
23100,0.0
23101,0.0
23102,0.0
23103,0.13
23104,0.03
23105,0.0
23106,0.06
23107,0.0
23108,0.01
23109,0.28
23110,0.0
23111,0.0
23112,0.03
23113,0.01
23114,0.0
23115,0.12
23116,0.0
23117,0.25
23118,0.41
23119,0.0
23120,0.0
23121,0.08
23122,0.0
23123,0.0
23124,0.0
23125,0.03
23126,0.0
23127,0.64
23128,0.01
23129,0.21
23130,0.12
23131,0.0
23132,0.0
23133,0.01
23134,0.0
23135,0.0
23136,0.14
23137,0.0
23138,0.0
23139,0.12
23140,0.0
23141,0.0
23142,0.0
23143,0.17
23144,0.0
23145,0.17
23146,0.01
23147,0.0
23148,0.23
23149,0.0
23150,0.0
23151,0.1
23152,0.04
23153,0.0
23154,0.06
23155,0.05
23156,0.02
23157,0.32
23158,0.0
23159,0.08
23160,0.01
23161,0.0
23162,0.43
23163,0.0
23164,0.0
23165,0.0
23166,0.01
23167,0.01
23168,0.07
23169,0.0
23170,0.0
23171,0.0
23172,0.13
23173,0.17
23174,0.0
23175,0.01
23176,0.0
23177,0.0
23178,0.02
23179,0.0
23180,0.0
23181,0.0
23182,0.0
23183,0.0
23184,0.03
23185,0.0
23186,0.0
23187,0.0
23188,0.0
23189,0.0
23190,0.06
23191,0.03
23192,0.0
23193,0.0
23194,0.19
23195,0.0
23196,0.0
23197,0.16
23198,0.02
23199,0.55
23200,0.03
23201,0.0
23202,0.0
23203,0.0
23204,0.0
23205,0.0
23206,0.04
23207,0.0
23208,0.0
23209,0.0
23210,0.0
23211,0.0
23212,0.0
23213,0.0
23214,0.0
23215,0.0
23216,0.12
23217,0.0
23218,0.0
23219,0.01
23220,0.0
23221,0.0
23222,0.0
23223,0.05
23224,0.0
23225,0.0
23226,0.12
23227,0.0
23228,0.0
23229,0.0
23230,0.08
23231,0.0
23232,0.04
23233,0.0
23234,0.03
23235,0.05
23236,0.0
23237,0.05
23238,0.0
23239,0.03
23240,0.0
23241,0.01
23242,0.0
23243,0.0
23244,0.01
23245,0.53
23246,0.0
23247,0.0
23248,0.0
23249,0.01
23250,0.0
23251,0.01
23252,0.0
23253,0.0
23254,0.29
23255,0.0
23256,0.0
23257,0.0
23258,0.0
23259,0.23
23260,0.0
23261,0.23
23262,0.01
23263,0.0
23264,0.0
23265,0.05
23266,0.0
23267,0.1
23268,0.01
23269,0.02
23270,0.31
23271,0.0
23272,0.34
23273,0.46
23274,0.0
23275,0.0
23276,0.05
23277,0.0
23278,0.0
23279,0.01
23280,0.0
23281,0.0
23282,0.0
23283,0.0
23284,0.0
23285,0.0
23286,0.17
23287,0.0
23288,0.11
23289,0.0
23290,0.0
23291,0.07
23292,0.0
23293,0.0
23294,0.0
23295,0.0
23296,0.04
23297,0.0
23298,0.0
